cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
6,4,0,9,4,0,1,1,2,0.62,0.5455,0.94,0.0896
180,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537
206,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.194
95,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239
353,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045
6,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0
124,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045
651,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642
13,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881
25,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896
164,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896
137,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985
419,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239
112,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194
3,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537
4,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239
184,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194
309,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985
100,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896
102,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194
214,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045
18,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045
172,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881
73,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821
3,1,1,12,3,0,1,1,1,0.2,0.2576,0.75,0
25,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537
794,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0
758,3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0
172,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642
11,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239
27,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896
171,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0
8,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537
94,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045
267,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343
349,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284
181,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343
306,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642
28,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896
585,3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537
23,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.194
142,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343
2,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642
208,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537
54,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0
20,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239
361,3,0,9,14,0,0,0,1,0.78,0.7576,0.66,0.3284
8,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239
144,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896
78,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582
326,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045
111,4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836
248,4,0,9,19,0,5,1,1,0.62,0.5455,0.94,0.1343
2,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284
126,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045
254,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0
4,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045
78,4,1,12,22,0,0,0,3,0.36,0.3636,0.93,0.1045
6,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045
347,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194
486,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582
193,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343
2,2,1,5,4,0,4,1,1,0.46,0.4545,0.77,0.194
147,2,1,6,10,0,1,1,1,0.72,0.6818,0.62,0.1642
341,2,1,5,20,0,5,1,1,0.62,0.6061,0.25,0.1343
3,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0
249,4,1,12,15,0,4,1,2,0.34,0.3333,0.57,0.194
390,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836
64,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045
48,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881
120,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239
106,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642
17,4,0,11,2,0,1,1,1,0.46,0.4545,0.63,0.3582
3,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284
210,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985
188,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343
204,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179
171,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881
167,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194
146,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239
239,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582
115,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836
46,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985
467,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985
286,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0
90,1,1,12,9,0,6,0,1,0.26,0.2273,0.48,0.3881
51,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0
304,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239
98,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343
35,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985
18,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642
73,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239
25,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239
281,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821
204,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836
43,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.194
384,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836
257,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896
4,4,1,12,4,0,3,1,1,0.26,0.303,0.6,0
275,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343
391,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582
149,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0
198,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194
81,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343
325,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0
299,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0
261,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194
20,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836
160,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642
55,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836
179,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537
10,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642
348,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881
1,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642
431,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896
33,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836
118,1,1,12,13,0,4,1,1,0.3,0.2727,0.49,0.4627
286,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179
266,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642
239,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881
278,3,1,9,14,0,3,1,1,0.7,0.6364,0.37,0.1642
84,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537
45,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896
6,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239
785,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0
117,3,0,9,6,0,3,1,2,0.54,0.5152,1,0.194
137,3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836
247,3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896
17,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537
420,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239
49,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194
14,2,1,5,4,0,6,0,1,0.48,0.4697,0.59,0.0896
202,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239
15,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0
381,3,1,7,10,0,0,0,1,0.74,0.6818,0.62,0
285,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045
163,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045
2,1,1,12,5,0,0,0,2,0.26,0.2273,0.48,0.2985
246,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239
123,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194
6,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045
5,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642
55,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045
232,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627
706,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582
50,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896
542,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239
134,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985
4,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0
105,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045
6,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896
13,1,1,12,5,0,5,1,2,0.34,0.303,0.76,0.4179
54,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343
463,2,1,5,18,0,0,0,2,0.62,0.6061,0.61,0.194
422,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537
74,1,1,1,15,0,1,1,2,0.22,0.2121,1,0.2239
6,3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896
504,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343
22,3,0,9,5,0,2,1,2,0.54,0.5152,0.88,0.194
377,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045
126,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836
447,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0
180,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239
21,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0
3,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045
7,1,1,12,4,0,0,0,2,0.26,0.2576,0.56,0.2239
17,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0
114,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343
278,3,1,8,21,0,5,1,2,0.76,0.7273,0.66,0.194
450,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537
125,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239
630,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582
10,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045
283,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0
278,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627
281,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836
243,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0
332,3,1,8,12,0,4,1,1,0.78,0.6818,0.38,0
106,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537
154,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881
405,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045
48,3,1,9,5,0,3,1,1,0.5,0.4848,0.72,0.0896
100,4,1,11,6,0,2,1,2,0.3,0.303,0.81,0.1642
124,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881
175,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045
736,3,1,8,18,0,5,1,2,0.72,0.6818,0.62,0.194
167,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0
73,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896
319,4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642
12,3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896
8,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343
37,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284
37,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343
471,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642
235,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194
566,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239
220,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239
153,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985
168,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642
162,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896
42,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896
86,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284
80,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642
181,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0
22,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0
29,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239
151,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642
7,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343
728,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0
9,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179
3,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881
143,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0
48,4,1,12,7,0,6,0,2,0.24,0.2576,0.75,0.0896
320,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045
152,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836
114,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0
227,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0
11,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045
457,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284
856,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537
188,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642
121,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343
7,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642
388,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0
108,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567
810,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642
186,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239
239,2,1,5,21,0,3,1,1,0.52,0.5,0.77,0.2239
544,2,1,5,16,0,0,0,2,0.62,0.6061,0.61,0
203,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985
187,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985
258,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343
15,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0
191,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896
70,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343
367,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985
14,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0
280,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537
4,4,0,11,3,0,1,1,3,0.44,0.4394,1,0.1343
34,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045
28,2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239
385,4,1,12,7,0,4,1,1,0.24,0.2273,0.6,0.2239
3,4,1,12,3,0,1,1,2,0.36,0.3788,0.93,0
646,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239
106,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537
484,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537
210,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985
197,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045
114,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0
23,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284
87,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239
192,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478
271,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179
26,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896
3,1,0,2,2,0,5,1,2,0.32,0.3485,1,0
151,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896
11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896
11,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896
21,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642
17,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239
43,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881
251,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343
6,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896
118,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896
165,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896
7,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896
595,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343
6,1,1,12,5,0,0,0,1,0.2,0.2576,0.51,0
5,3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0
38,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194
49,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224
115,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537
20,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045
9,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045
571,3,0,9,18,0,1,1,1,0.7,0.6515,0.54,0.194
13,4,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343
68,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627
30,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284
126,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194
13,3,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045
378,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642
32,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239
280,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0
126,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0
95,3,0,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881
302,2,1,5,20,0,2,1,2,0.64,0.6061,0.69,0.2836
171,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194
383,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284
260,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642
93,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881
483,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642
215,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194
175,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896
428,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045
16,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194
843,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881
9,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343
29,3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985
389,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343
27,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537
213,1,1,12,18,0,5,1,1,0.24,0.2424,0.6,0.1343
276,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642
84,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045
198,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239
88,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194
276,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239
318,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836
192,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537
38,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0
82,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343
3,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0
146,3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836
132,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925
251,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0
373,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343
22,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836
130,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985
613,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343
101,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284
121,4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537
22,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224
106,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836
857,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925
6,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045
6,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343
17,4,0,11,3,0,6,0,1,0.24,0.2424,0.7,0.1343
16,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537
649,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896
418,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.194
162,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0
219,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343
141,4,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582
201,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836
3,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537
570,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239
199,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0
293,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284
313,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284
215,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985
151,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537
470,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,0.194
37,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896
3,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881
2,1,0,12,3,0,3,1,2,0.36,0.3788,0.71,0
506,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239
87,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642
75,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0
451,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642
13,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881
75,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836
252,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239
674,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642
498,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343
233,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418
53,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896
148,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194
627,3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881
6,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0
308,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836
408,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836
193,3,0,9,13,0,4,1,2,0.66,0.6061,0.83,0.194
239,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537
45,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343
176,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343
102,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045
5,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045
106,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642
256,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642
17,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896
113,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045
551,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985
110,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642
5,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045
331,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045
164,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627
6,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045
104,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045
48,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343
73,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0
105,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045
5,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896
443,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985
242,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836
263,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642
26,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642
129,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224
310,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239
138,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537
185,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239
121,3,0,9,21,0,2,1,3,0.54,0.5152,0.88,0.2836
17,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881
123,3,0,9,18,1,1,0,1,0.66,0.5909,0.89,0.0896
182,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537
